Landsat Product Identifier L2,Landsat Product Identifier L1,Landsat Scene Identifier,Date Acquired,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date Product Generated L2,Date Product Generated L1,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover L1,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Processing Software Version,Sun Elevation L0RA,Sun Azimuth L0RA,TIRS SSM Model,Data Type L2,Sensor Identifier,Satellite,Product Map Projection L1,UTM Zone,Datum,Ellipsoid,Scene Center Lat DMS,Scene Center Long DMS,Corner Upper Left Lat DMS,Corner Upper Left Long DMS,Corner Upper Right Lat DMS,Corner Upper Right Long DMS,Corner Lower Left Lat DMS,Corner Lower Left Long DMS,Corner Lower Right Lat DMS,Corner Lower Right Long DMS,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Display ID,Entity ID
LC09_L2SP_033035_20220420_20230421_02_T1,LC09_L1TP_033035_20220420_20230421_02_T1,LC90330352022110LGN01,2022/04/20,T1,2, 033, 035, 033, 035,NADIR,   0.000,2023/04/21,2023/04/21,2022-04-20 17:37:59,2022-04-20 17:38:31,LGN,DAY,   3.53,   3.53,910,5,    5.710,    4.142,    3.930,LPGS_16.2.0,59.29334364,137.27755024,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,13,WGS84,WGS84,36°02'35.16"N,105°33'59.54"W,37°05'10.75"N,106°52'44.18"W,37°05'56.33"N,104°16'22.87"W,34°57'51.08"N,106°49'45.12"W,34°58'33.28"N,104°17'32.21"W, 36.04310,-105.56654, 37.08632,-106.87894, 37.09898,-104.27302, 34.96419,-106.82920, 34.97591,-104.29228,LC09_L2SP_033035_20220420_20230421_02_T1,LC90330352022110LGN01
LC08_L2SP_032031_20220421_20220428_02_T1,LC08_L1TP_032031_20220421_20220428_02_T1,LC80320312022111LGN00,2022/04/21,T1,2, 032, 031, 032, 031,NADIR,   0.000,2022/04/28,2022/04/28,2022-04-21 17:30:16.098764,2022-04-21 17:30:47.868764,LGN,DAY,  10.85,  10.85,686,5,    5.855,    4.085,    4.194,LPGS_15.6.0,55.83266503,144.89439745,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,41°45'35.10"N,102°14'55.03"W,42°49'32.23"N,103°36'01.55"W,42°45'27.11"N,100°48'44.10"W,40°44'05.24"N,103°38'42.61"W,40°40'17.36"N,100°56'44.66"W, 41.75975,-102.24862, 42.82562,-103.60043, 42.75753,-100.81225, 40.73479,-103.64517, 40.67149,-100.94574,LC08_L2SP_032031_20220421_20220428_02_T1,LC80320312022111LGN00
LC08_L2SP_032032_20220421_20220428_02_T1,LC08_L1TP_032032_20220421_20220428_02_T1,LC80320322022111LGN00,2022/04/21,T1,2, 032, 032, 032, 032,NADIR,   0.000,2022/04/28,2022/04/28,2022-04-21 17:30:39.989804,2022-04-21 17:31:11.759803,LGN,DAY,  25.70,  25.70,378,5,    7.006,    4.632,    5.256,LPGS_15.6.0,56.82582089,143.06285838,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,40°19'57.97"N,102°42'42.01"W,41°23'33.97"N,104°02'39.37"W,41°20'15.11"N,101°18'34.88"W,39°17'54.24"N,104°04'24.17"W,39°14'49.45"N,101°25'18.59"W, 40.33277,-102.71167, 41.39277,-104.04427, 41.33753,-101.30969, 39.29840,-104.07338, 39.24707,-101.42183,LC08_L2SP_032032_20220421_20220428_02_T1,LC80320322022111LGN00
LC08_L2SP_032033_20220421_20220428_02_T1,LC08_L1TP_032033_20220421_20220428_02_T1,LC80320332022111LGN00,2022/04/21,T1,2, 032, 033, 032, 033,NADIR,   0.000,2022/04/28,2022/04/28,2022-04-21 17:31:03.876608,2022-04-21 17:31:35.646607,LGN,DAY,  13.04,  13.04,592,5,    6.795,    4.482,    5.108,LPGS_15.6.0,57.78822909,141.14337697,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,38°54'16.31"N,103°09'34.88"W,39°57'47.30"N,104°28'18.95"W,39°55'12"N,101°47'38.72"W,37°51'45.54"N,104°29'14.17"W,37°49'21.40"N,101°53'13.34"W, 38.90453,-103.15969, 39.96314,-104.47193, 39.92000,-101.79409, 37.86265,-104.48727, 37.82261,-101.88704,LC08_L2SP_032033_20220421_20220428_02_T1,LC80320332022111LGN00
LC08_L2SP_032034_20220421_20220428_02_T1,LC08_L1TP_032034_20220421_20220428_02_T1,LC80320342022111LGN00,2022/04/21,T1,2, 032, 034, 032, 034,NADIR,   0.000,2022/04/28,2022/04/28,2022-04-21 17:31:27.771883,2022-04-21 17:31:59.541883,LGN,DAY,   0.07,   0.07,834,5,    5.779,    3.836,    4.322,LPGS_15.6.0,58.71747629,139.12778208,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,37°28'27.70"N,103°35'39.23"W,38°31'43.86"N,104°53'19.36"W,38°29'48.66"N,102°15'38.20"W,36°25'39.94"N,104°53'30.44"W,36°23'53.09"N,102°20'10.14"W, 37.47436,-103.59423, 38.52885,-104.88871, 38.49685,-102.26061, 36.42776,-104.89179, 36.39808,-102.33615,LC08_L2SP_032034_20220421_20220428_02_T1,LC80320342022111LGN00
LC08_L2SP_032035_20220421_20220428_02_T1,LC08_L1TP_032035_20220421_20220428_02_T1,LC80320352022111LGN00,2022/04/21,T1,2, 032, 035, 032, 035,NADIR,   0.000,2022/04/28,2022/04/28,2022-04-21 17:31:51.662923,2022-04-21 17:32:23.432923,LGN,DAY,   0.17,   0.17,1007,5,    5.903,    4.071,    4.274,LPGS_15.6.0,59.60989433,137.01054832,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,36°02'35.34"N,104°00'58.21"W,37°05'43.55"N,105°17'45.46"W,37°04'25.32"N,102°42'38.95"W,34°59'18.42"N,105°17'17.41"W,34°58'05.99"N,102°46'15.46"W, 36.04315,-104.01617, 37.09543,-105.29596, 37.07370,-102.71082, 34.98845,-105.28817, 34.96833,-102.77096,LC08_L2SP_032035_20220421_20220428_02_T1,LC80320352022111LGN00
LC09_L2SP_031032_20220422_20230419_02_T1,LC09_L1TP_031032_20220422_20230419_02_T1,LC90310322022112LGN01,2022/04/22,T1,2, 031, 032, 031, 032,NADIR,  -0.001,2023/04/19,2023/04/19,2022-04-22 17:24:25,2022-04-22 17:24:57,LGN,DAY,   0.00,   0.00,609,5,    5.871,    4.165,    4.138,LPGS_16.2.0,57.13181218,142.80958030,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,14,WGS84,WGS84,40°19'57.72"N,101°10'41.27"W,41°22'09.55"N,102°37'30.61"W,41°25'25.07"N,99°48'23.76"W,39°13'09.73"N,102°30'42.88"W,39°16'11.03"N,99°46'52.82"W, 40.33270,-101.17813, 41.36932,-102.62517, 41.42363, -99.80660, 39.21937,-102.51191, 39.26973, -99.78134,LC09_L2SP_031032_20220422_20230419_02_T1,LC90310322022112LGN01
LC09_L2SP_031033_20220422_20230419_02_T1,LC09_L1TP_031033_20220422_20230419_02_T1,LC90310332022112LGN01,2022/04/22,T1,2, 031, 033, 031, 033,NADIR,   0.000,2023/04/19,2023/04/19,2022-04-22 17:24:49,2022-04-22 17:25:21,LGN,DAY,   0.00,   0.00,408,5,    6.907,    4.541,    5.205,LPGS_16.2.0,58.08997881,140.86631504,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,14,WGS84,WGS84,38°54'16.56"N,101°37'27.08"W,39°56'12.84"N,103°02'48.37"W,40°00'01.69"N,100°17'06.50"W,37°47'05.14"N,102°55'35"W,37°50'37.14"N,100°14'48.48"W, 38.90460,-101.62419, 39.93690,-103.04677, 40.00047,-100.28514, 37.78476,-102.92639, 37.84365,-100.24680,LC09_L2SP_031033_20220422_20230419_02_T1,LC90310332022112LGN01
LC09_L2SP_031034_20220422_20230419_02_T1,LC09_L1TP_031034_20220422_20230419_02_T1,LC90310342022112LGN01,2022/04/22,T1,2, 031, 034, 031, 034,NADIR,  -0.001,2023/04/19,2023/04/19,2022-04-22 17:25:13,2022-04-22 17:25:45,LGN,DAY,   0.02,   0.02,461,5,    7.098,    4.648,    5.365,LPGS_16.2.0,59.01454764,138.82428079,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,13,WGS84,WGS84,37°28'27.30"N,102°03'25.24"W,38°31'58.80"N,103°18'56.74"W,38°28'00.41"N,100°43'06.13"W,36°27'15.95"N,103°21'42.52"W,36°23'34.66"N,100°50'06.32"W, 37.47425,-102.05701, 38.53300,-103.31576, 38.46678,-100.71837, 36.45443,-103.36181, 36.39296,-100.83509,LC09_L2SP_031034_20220422_20230419_02_T1,LC90310342022112LGN01
LC09_L2SP_031035_20220422_20230419_02_T1,LC09_L1TP_031035_20220422_20230419_02_T1,LC90310352022112LGN01,2022/04/22,T1,2, 031, 035, 031, 035,NADIR,   0.000,2023/04/19,2023/04/19,2022-04-22 17:25:37,2022-04-22 17:26:09,LGN,DAY,   3.68,   3.68,613,5,    6.673,    4.643,    4.792,LPGS_16.2.0,59.90134199,136.67930193,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,13,WGS84,WGS84,36°02'36.06"N,102°28'37.52"W,37°05'59.06"N,103°43'21.83"W,37°02'40.70"N,101°10'01.85"W,35°01'03.29"N,103°45'21.42"W,34°57'59.44"N,101°15'59.80"W, 36.04335,-102.47709, 37.09974,-103.72273, 37.04464,-101.16718, 35.01758,-103.75595, 34.96651,-101.26661,LC09_L2SP_031035_20220422_20230419_02_T1,LC90310352022112LGN01
LC09_L2SP_036033_20220425_20230419_02_T1,LC09_L1TP_036033_20220425_20230419_02_T1,LC90360332022115LGN01,2022/04/25,T1,2, 036, 033, 036, 033,NADIR,   0.000,2023/04/19,2023/04/19,2022-04-25 17:55:43,2022-04-25 17:56:15,LGN,DAY,  18.36,  18.36,901,5,    4.814,    3.585,    3.213,LPGS_16.2.0,59.01186176,140.10462051,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,12,WGS84,WGS84,38°54'14.94"N,109°21'24.23"W,39°57'30.56"N,110°40'32.48"W,39°55'11.86"N,107°59'38.90"W,37°51'38.30"N,110°41'06.36"W,37°49'29.57"N,108°04'52.28"W, 38.90415,-109.35673, 39.95849,-110.67569, 39.91996,-107.99414, 37.86064,-110.68510, 37.82488,-108.08119,LC09_L2SP_036033_20220425_20230419_02_T1,LC90360332022115LGN01
LC09_L2SP_036034_20220425_20230419_02_T1,LC09_L1TP_036034_20220425_20230419_02_T1,LC90360342022115LGN01,2022/04/25,T1,2, 036, 034, 036, 034,NADIR,   0.000,2023/04/19,2023/04/19,2022-04-25 17:56:07,2022-04-25 17:56:39,LGN,DAY,   0.62,   0.62,1236,5,    4.354,    3.080,    3.078,LPGS_16.2.0,59.92007146,137.97439821,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,12,WGS84,WGS84,37°28'28.52"N,109°47'21.41"W,38°31'34.18"N,111°05'18.02"W,38°29'55.10"N,108°27'36.14"W,36°25'30.25"N,111°05'09.24"W,36°23'58.38"N,108°31'48.29"W, 37.47459,-109.78928, 38.52616,-111.08834, 38.49864,-108.46004, 36.42507,-111.08590, 36.39955,-108.53008,LC09_L2SP_036034_20220425_20230419_02_T1,LC90360342022115LGN01
LC08_L2SP_035031_20220426_20220503_02_T1,LC08_L1TP_035031_20220426_20220503_02_T1,LC80350312022116LGN00,2022/04/26,T1,2, 035, 031, 035, 031,NADIR,   0.000,2022/05/03,2022/05/03,2022-04-26 17:48:46.097319,2022-04-26 17:49:17.867319,LGN,DAY,  23.63,  23.63,649,5,    6.867,    4.923,    4.787,LPGS_15.6.0,57.41364192,143.93134523,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,41°45'34.74"N,106°51'45.94"W,42°48'06.19"N,108°20'14.14"W,42°50'58.16"N,105°27'01.40"W,40°38'46.57"N,108°13'38.75"W,40°41'26.05"N,105°26'07.94"W, 41.75965,-106.86276, 42.80172,-108.33726, 42.84949,-105.45039, 40.64627,-108.22743, 40.69057,-105.43554,LC08_L2SP_035031_20220426_20220503_02_T1,LC80350312022116LGN00
LC09_L2SP_034035_20220427_20230418_02_T1,LC09_L1TP_034035_20220427_20230418_02_T1,LC90340352022117LGN01,2022/04/27,T1,2, 034, 035, 034, 035,NADIR,   0.001,2023/04/18,2023/04/18,2022-04-27 17:44:09,2022-04-27 17:44:41,LGN,DAY,  26.69,  26.69,636,5,    5.693,    4.095,    3.954,LPGS_16.2.0,61.34897464,135.08318998,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,13,WGS84,WGS84,36°02'35.88"N,107°07'24.38"W,37°04'48.40"N,108°28'17.08"W,37°07'40.84"N,105°50'11.22"W,34°56'20.62"N,108°22'43.21"W,34°59'00.10"N,105°48'50.62"W, 36.04330,-107.12344, 37.08011,-108.47141, 37.12801,-105.83645, 34.93906,-108.37867, 34.98336,-105.81406,LC09_L2SP_034035_20220427_20230418_02_T1,LC90340352022117LGN01
LC08_L2SP_033031_20220428_20220504_02_T1,LC08_L1TP_033031_20220428_20220503_02_T1,LC80330312022118LGN00,2022/04/28,T1,2, 033, 031, 033, 031,NADIR,   0.000,2022/05/04,2022/05/03,2022-04-28 17:36:23.134951,2022-04-28 17:36:54.904951,LGN,DAY,  19.71,  19.71,505,5,    6.726,    4.406,    5.082,LPGS_15.6.0,58.00981812,143.52070644,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,41°45'34.45"N,103°45'48.85"W,42°49'04.26"N,105°09'23.69"W,42°47'12.77"N,102°19'56.10"W,40°42'17.32"N,105°09'05.47"W,40°40'33.71"N,102°25'05.70"W, 41.75957,-103.76357, 42.81785,-105.15658, 42.78688,-102.33225, 40.70481,-105.15152, 40.67603,-102.41825,LC08_L2SP_033031_20220428_20220504_02_T1,LC80330312022118LGN00
LC08_L2SP_033032_20220428_20220504_02_T1,LC08_L1TP_033032_20220428_20220503_02_T1,LC80330322022118LGN00,2022/04/28,T1,2, 033, 032, 033, 032,NADIR,   0.000,2022/05/04,2022/05/03,2022-04-28 17:36:47.021755,2022-04-28 17:37:18.791755,LGN,DAY,   6.07,   6.07,759,5,    6.820,    4.486,    5.137,LPGS_15.6.0,58.97536992,141.51041611,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,40°19'58.30"N,104°13'35.72"W,41°23'13.45"N,105°35'52.91"W,41°22'05.56"N,102°49'56.03"W,39°16'15.28"N,105°34'46.70"W,39°15'12.20"N,102°53'55.86"W, 40.33286,-104.22659, 41.38707,-105.59803, 41.36821,-102.83223, 39.27091,-105.57964, 39.25339,-102.89885,LC08_L2SP_033032_20220428_20220504_02_T1,LC80330322022118LGN00
LC08_L2SP_033033_20220428_20220504_02_T1,LC08_L1TP_033033_20220428_20220503_02_T1,LC80330332022118LGN00,2022/04/28,T1,2, 033, 033, 033, 033,NADIR,   0.000,2022/05/04,2022/05/03,2022-04-28 17:37:10.912795,2022-04-28 17:37:42.682794,LGN,DAY,  20.93,  20.93,900,5,    6.538,    4.301,    4.924,LPGS_15.6.0,59.90620246,139.39654175,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,38°54'15.55"N,104°40'29.10"W,39°57'15.88"N,106°01'27.77"W,39°56'48.19"N,103°19'00.16"W,37°50'06.83"N,105°59'39.77"W,37°49'41.16"N,103°21'57.60"W, 38.90432,-104.67475, 39.95441,-106.02438, 39.94672,-103.31671, 37.83523,-105.99438, 37.82810,-103.36600,LC08_L2SP_033033_20220428_20220504_02_T1,LC80330332022118LGN00
LC08_L2SP_033034_20220428_20220504_02_T1,LC08_L1TP_033034_20220428_20220503_02_T1,LC80330342022118LGN00,2022/04/28,T1,2, 033, 034, 033, 034,NADIR,   0.000,2022/05/04,2022/05/03,2022-04-28 17:37:34.799598,2022-04-28 17:38:06.569598,LGN,DAY,   7.49,   7.49,838,5,    6.161,    4.336,    4.376,LPGS_15.6.0,60.79851367,137.17253942,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,37°28'28.85"N,105°06'32.87"W,38°31'21.86"N,106°26'26.95"W,38°31'31.04"N,103°47'02.29"W,36°24'02.38"N,106°24'02.38"W,36°24'10.87"N,103°49'04.33"W, 37.47468,-105.10913, 38.52274,-106.44082, 38.52529,-103.78397, 36.40066,-106.40066, 36.40302,-103.81787,LC08_L2SP_033034_20220428_20220504_02_T1,LC80330342022118LGN00
LC08_L2SP_033035_20220428_20220504_02_T1,LC08_L1TP_033035_20220428_20220503_02_T1,LC80330352022118LGN00,2022/04/28,T1,2, 033, 035, 033, 035,NADIR,   0.000,2022/05/04,2022/05/03,2022-04-28 17:37:58.690638,2022-04-28 17:38:30.460638,LGN,DAY,   0.17,   0.17,930,5,    5.929,    4.285,    4.098,LPGS_15.6.0,61.64891186,134.83059681,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,36°02'36.46"N,105°31'52.03"W,37°05'22.38"N,106°50'42.97"W,37°06'05.22"N,104°14'09.10"W,34°57'52.85"N,106°47'46.86"W,34°58'32.48"N,104°15'22.07"W, 36.04346,-105.53112, 37.08955,-106.84527, 37.10145,-104.23586, 34.96468,-106.79635, 34.97569,-104.25613,LC08_L2SP_033035_20220428_20220504_02_T1,LC80330352022118LGN00
LC09_L2SP_032034_20220429_20230418_02_T1,LC09_L1TP_032034_20220429_20230418_02_T1,LC90320342022119LGN01,2022/04/29,T1,2, 032, 034, 032, 034,NADIR,   0.000,2023/04/18,2023/04/18,2022-04-29 17:31:23,2022-04-29 17:31:55,LGN,DAY,   0.01,   0.01,842,5,    6.248,    4.109,    4.707,LPGS_16.2.0,61.04529322,136.78501779,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,13,WGS84,WGS84,37°28'27.37"N,103°36'59.72"W,38°31'34.18"N,104°54'46.12"W,38°29'40.96"N,102°17'05.17"W,36°25'40.01"N,104°54'54.76"W,36°23'54.96"N,102°21'34.34"W, 37.47427,-103.61659, 38.52616,-104.91281, 38.49471,-102.28477, 36.42778,-104.91521, 36.39860,-102.35954,LC09_L2SP_032034_20220429_20230418_02_T1,LC90320342022119LGN01
LC09_L2SP_032035_20220429_20230418_02_T1,LC09_L1TP_032035_20220429_20230418_02_T1,LC90320352022119LGN01,2022/04/29,T1,2, 032, 035, 032, 035,NADIR,   0.001,2023/04/18,2023/04/18,2022-04-29 17:31:47,2022-04-29 17:32:19,LGN,DAY,   0.15,   0.15,1018,5,    6.442,    4.450,    4.658,LPGS_16.2.0,61.88821547,134.41386831,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,13,WGS84,WGS84,36°02'36.10"N,104°02'11.94"W,37°05'33.65"N,105°18'58.32"W,37°04'17.22"N,102°44'04.24"W,34°59'28"N,105°18'28.48"W,34°58'17.22"N,102°47'37.93"W, 36.04336,-104.03665, 37.09268,-105.31620, 37.07145,-102.73451, 34.99111,-105.30791, 34.97145,-102.79387,LC09_L2SP_032035_20220429_20230418_02_T1,LC90320352022119LGN01
LC08_L2SP_031033_20220430_20220504_02_T1,LC08_L1TP_031033_20220430_20220504_02_T1,LC80310332022120LGN00,2022/04/30,T1,2, 031, 033, 031, 033,NADIR,   0.000,2022/05/04,2022/05/04,2022-04-30 17:24:51.080768,2022-04-30 17:25:22.850768,LGN,DAY,   1.38,   1.38,351,5,    7.117,    4.834,    5.223,LPGS_15.6.0,60.46450693,138.85997678,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,14,WGS84,WGS84,38°54'15.41"N,101°35'19.93"W,39°56'26.92"N,103°00'42.84"W,40°00'12.92"N,100°14'47.54"W,37°46'59.48"N,102°53'32.14"W,37°50'28.82"N,100°12'33.34"W, 38.90428,-101.58887, 39.94081,-103.01190, 40.00359,-100.24654, 37.78319,-102.89226, 37.84134,-100.20926,LC08_L2SP_031033_20220430_20220504_02_T1,LC80310332022120LGN00
LC08_L2SP_031034_20220430_20220504_02_T1,LC08_L1TP_031034_20220430_20220504_02_T1,LC80310342022120LGN00,2022/04/30,T1,2, 031, 034, 031, 034,NADIR,   0.000,2022/05/04,2022/05/04,2022-04-30 17:25:14.967572,2022-04-30 17:25:46.737571,LGN,DAY,   0.02,   0.02,468,5,    7.109,    4.838,    5.209,LPGS_15.6.0,61.34540717,136.57423700,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,37°28'28.74"N,102°01'23.59"W,38°32'06.76"N,103°16'52.64"W,38°28'05.59"N,100°41'02.08"W,36°27'14.26"N,103°19'42.06"W,36°23'30.44"N,100°48'06.23"W, 37.47465,-102.02322, 38.53521,-103.28129, 38.46822,-100.68391, 36.45396,-103.32835, 36.39179,-100.80173,LC08_L2SP_031034_20220430_20220504_02_T1,LC80310342022120LGN00
LC08_L2SP_031035_20220430_20220504_02_T1,LC08_L1TP_031035_20220430_20220504_02_T1,LC80310352022120LGN00,2022/04/30,T1,2, 031, 035, 031, 035,NADIR,   0.000,2022/05/04,2022/05/04,2022-04-30 17:25:38.862848,2022-04-30 17:26:10.632847,LGN,DAY,   0.04,   0.04,680,5,    6.623,    4.619,    4.747,LPGS_15.6.0,62.18291067,134.16567237,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,36°02'35.45"N,102°26'42.97"W,37°06'07.45"N,103°41'20.18"W,37°02'46.90"N,101°08'12.30"W,35°00'52.34"N,103°43'23.23"W,34°57'46.44"N,101°14'13.99"W, 36.04318,-102.44527, 37.10207,-103.68894, 37.04636,-101.13675, 35.01454,-103.72312, 34.96290,-101.23722,LC08_L2SP_031035_20220430_20220504_02_T1,LC80310352022120LGN00
LC09_L2SP_035035_20220504_20230418_02_T1,LC09_L1TP_035035_20220504_20230418_02_T1,LC90350352022124LGN01,2022/05/04,T1,2, 035, 035, 035, 035,NADIR,   0.000,2023/04/18,2023/04/18,2022-05-04 17:50:18,2022-05-04 17:50:50,LGN,DAY,   0.32,   0.32,1071,5,    5.343,    3.683,    3.871,LPGS_16.2.0,63.14943639,132.64959465,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,12,WGS84,WGS84,36°02'35.12"N,108°40'36.05"W,37°05'56.54"N,109°55'31.08"W,37°02'53.92"N,107°22'09.52"W,35°00'50.51"N,109°57'11.81"W,34°58'01.24"N,107°27'49.07"W, 36.04309,-108.67668, 37.09904,-109.92530, 37.04831,-107.36931, 35.01403,-109.95328, 34.96701,-107.46363,LC09_L2SP_035035_20220504_20230418_02_T1,LC90350352022124LGN01
LC08_L2SP_034031_20220505_20220512_02_T1,LC08_L1TP_034031_20220505_20220512_02_T1,LC80340312022125LGN00,2022/05/05,T1,2, 034, 031, 034, 031,NADIR,   0.000,2022/05/12,2022/05/12,2022-05-05 17:42:39.731726,2022-05-05 17:43:11.501726,LGN,DAY,  24.31,  24.31,326,5,    7.107,    5.110,    4.939,LPGS_15.6.0,59.94831880,141.95852639,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,41°45'34.45"N,105°19'17.22"W,42°48'35.60"N,106°45'22.90"W,42°49'05.16"N,103°54'05.44"W,40°40'34.28"N,106°41'56.87"W,40°41'01.68"N,103°56'14.32"W, 41.75957,-105.32145, 42.80989,-106.75636, 42.81810,-103.90151, 40.67619,-106.69913, 40.68380,-103.93731,LC08_L2SP_034031_20220505_20220512_02_T1,LC80340312022125LGN00
LC08_L2SP_034034_20220505_20220512_02_T1,LC08_L1TP_034034_20220505_20220512_02_T1,LC80340342022125LGN00,2022/05/05,T1,2, 034, 034, 034, 034,NADIR,   0.000,2022/05/12,2022/05/12,2022-05-05 17:43:51.396374,2022-05-05 17:44:23.166374,LGN,DAY,   4.48,   4.48,637,5,    5.773,    4.199,    3.963,LPGS_15.6.0,62.62684371,134.99616538,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,37°28'28.78"N,106°40'00.12"W,38°30'50.08"N,108°02'00.92"W,38°33'09.76"N,105°21'00.11"W,36°22'20.89"N,107°56'53.77"W,36°24'30.20"N,105°20'24.61"W, 37.47466,-106.66670, 38.51391,-108.03359, 38.55271,-105.35003, 36.37247,-107.94827, 36.40839,-105.34017,LC08_L2SP_034034_20220505_20220512_02_T1,LC80340342022125LGN00
LC08_L2SP_034035_20220505_20220512_02_T1,LC08_L1TP_034035_20220505_20220512_02_T1,LC80340352022125LGN00,2022/05/05,T1,2, 034, 035, 034, 035,NADIR,   0.000,2022/05/12,2022/05/12,2022-05-05 17:44:15.287414,2022-05-05 17:44:47.057413,LGN,DAY,   0.06,   0.06,1059,5,    4.676,    3.223,    3.389,LPGS_15.6.0,63.42939786,132.41909656,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,36°02'36.35"N,107°05'18.96"W,37°04'52.28"N,108°26'03.66"W,37°07'41.74"N,105°47'57.48"W,34°56'14.50"N,108°20'32.96"W,34°58'51.20"N,105°46'40.37"W, 36.04343,-107.08860, 37.08119,-108.43435, 37.12826,-105.79930, 34.93736,-108.34249, 34.98089,-105.77788,LC08_L2SP_034035_20220505_20220512_02_T1,LC80340352022125LGN00
LC09_L2SP_033031_20220506_20230417_02_T1,LC09_L1TP_033031_20220506_20230417_02_T1,LC90330312022126LGN01,2022/05/06,T1,2, 033, 031, 033, 031,NADIR,  -0.001,2023/04/17,2023/04/17,2022-05-06 17:36:19,2022-05-06 17:36:51,LGN,DAY,  30.08,  30.08,327,5,    7.347,    4.780,    5.579,LPGS_16.2.0,60.16115749,141.57201459,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,13,WGS84,WGS84,41°45'34.85"N,103°49'37.52"W,42°48'54.18"N,105°13'08.22"W,42°47'08.52"N,102°23'53.95"W,40°42'16.96"N,105°12'42.84"W,40°40'38.78"N,102°28'55.49"W, 41.75968,-103.82709, 42.81505,-105.21895, 42.78570,-102.39832, 40.70471,-105.21190, 40.67744,-102.48208,LC09_L2SP_033031_20220506_20230417_02_T1,LC90330312022126LGN01
LC08_L2SP_032031_20220507_20220512_02_T1,LC08_L1TP_032031_20220507_20220512_02_T1,LC80320312022127LGN00,2022/05/07,T1,2, 032, 031, 032, 031,NADIR,   0.000,2022/05/12,2022/05/12,2022-05-07 17:30:19.408298,2022-05-07 17:30:51.178298,LGN,DAY,  10.24,  10.24,727,5,    5.933,    4.215,    4.175,LPGS_15.6.0,60.45184979,141.48438313,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,41°45'33.77"N,102°13'59.45"W,42°49'21.68"N,103°34'55.70"W,42°45'15.01"N,100°47'38.94"W,40°44'04.49"N,103°37'38.68"W,40°40'15.13"N,100°55'40.94"W, 41.75938,-102.23318, 42.82269,-103.58214, 42.75417,-100.79415, 40.73458,-103.62741, 40.67087,-100.92804,LC08_L2SP_032031_20220507_20220512_02_T1,LC80320312022127LGN00
